post_id,pickup_location,dropoff_location,pickup_time,available_seats,price_per_seat,additional_info
0cf21b45-6d37-4a49-a7e7-33b18557cebc,Waterloo,Toronto,"1972-08-23 10:42:15",3,1,YhTYYbqFLHIKeytWRPFCCcSJjTOKnxACrGQgzEcoADtUvnqKyyOlzdyRFsLraqYNCXqMobvGrFkcntfQAhGrqnQRizVCZGGVbcVSliZHSnZCxjCpeGaLaAZf
f738d271-0352-4922-865d-8350087199f2,Toronto,Waterloo,"2049-10-07 09:49:17",2,1,HRXVMTkkkTCDYSTsaFlCgZyIqOhAEFnfWLyzkmbXOxqSrdAehHvRaToXpoBpbcaDBWKZBPOMtnRGGVYXgmPZsqNwzgurlHeewjZjxhGMOhjROjnwXIKTpIqY
647037a8-6a13-4388-9c19-5ce9292a29f4,Waterloo,Toronto,"2067-04-26 23:29:43",3,2,GneNodhmbKvAjHGJvQIGDLWzDeKZqgfMipOQZHTpwUydrqVkvFpvvFitnDNDMBOZAMLHveRLTdHRckDRepqvnSCzQeAxZCNWaRcIILJSasKJYPBDQagRTZyk
11f60aed-00f9-4aec-84ca-f03d974055e2,Waterloo,Toronto,"1991-07-01 11:03:03",2,3,eHHYGcBynvHkkXxgFfDUUytglaLdndpDFruVuLkVVqoTnjrdMgHkDmQuhhvAKOVIVwoKIDfzmkYEglatpwBYwACXpfiOwvtKgGHkAHTDsisAapyEpAjRLaMt
4d7b9118-a7c7-4b88-9fd2-f9a1911ce03b,Waterloo,Toronto,"2049-08-13 15:35:59",2,3,ZujQXGTdvrpeQuVZWpUThTRMgPCogDmJJbOjkaVSJbxGvfxIcqOEmoorvfLEIvQoDWzaCjLkNynHCsYUyHmClrzteywvrHRpZxTdofSaBcYfImjnymAgXFjC
1e0f765c-3360-415e-b15e-a9d7f9deec12,Waterloo,Toronto,"1994-01-08 09:25:07",4,4,pUhqNOjKhckHuROpfoOYBKJGLKpxCDqCRooLtMlCYFQTDrFjiPldgMFcmpJflysKcUCMuviKYnKduyxvKwzoogvgaQwRMWYMHKZxQxjFoKAGvSPDsSwpLezH
57549f16-36a3-46d2-871b-3e53addbdb14,Waterloo,Toronto,"1983-09-29 07:57:37",4,5,NYERgIQUPbeoJbJsnPROsWRoOmEEBBcOYpxBSvgABzrcuqQgfMXaGfbSJwsljmziHSPUrFxkwclMIGucmQtcJLgPaiczWATlMIkJiyZJbGOeXdYADXMNPAmy
76674109-1eda-4de4-90e6-a81deb90a431,Toronto,Waterloo,"1983-06-13 03:22:04",4,5,HlQdjiFpLMmwBShvWXOuqNPrRKRNwArumMfkVtUDeYvPkRSZXEzIkWbsuiyGNjTIlQwIAzKnsvCbqtgXUCFRhAjtYxGjOLRQIFMyhJPjzsqyFpQiZdzbEXyL
f03506d6-fc31-401d-8b4a-4721eb75ddc3,Toronto,Waterloo,"1976-04-08 07:33:44",3,5,VGHJbRBRFOBjFBIaXbHVmaSkTGCSXithicmynYgMYvtmhneOoWBOCqEATAmgJxIYWBbSfuOPqIlOvLfBeBhHtVCKKukqgDHGZOHzKQbwBmzDDuqFpfKChDEB
50fe095e-3e35-47f6-97a2-e2f1e0c71f6e,Toronto,Waterloo,"1977-12-22 07:01:20",2,6,wBzTCivYUohdvwNGMZxwOnuzDiMGDcCzFPRmgJGUCYLrgyXenBipCGJnpZfxmoBlKMXSEdUOlUFYGSbjgsBoRRnSyuPcFJjZoKiYlWckNxkRJKNUdNoLzTbB
85c53ff7-1a53-42c5-8985-392bd0589b06,Toronto,Waterloo,"2043-02-17 15:34:25",2,6,kqHajZVHNGzJFLniXtIRowvqlTjfrSHKweeYsxDpaItGxFkhwFyqRLMNIotYAJTJNXGGJZTHxggSXhDeWqneLdKZmoDsionEvqYqixdxuBdEfyfETDCrryfo
9af286de-7a14-44f7-8a3e-916b17aa1591,Waterloo,Toronto,"2032-08-19 18:14:11",4,7,dugheFAKpxcwviBjMDcVmoSdVRhGMPuZjzEhtNUVwKWfffUDnoLErJcXvqRDzIoBaGAiJAAsyAAdJMbRIQSIwIvgadTVxJZpInsFUjUPCFxbSizmBbEmTVdN
46389a7c-e7ba-46c7-b27d-c22e620be229,Toronto,Waterloo,"2045-09-11 00:03:47",1,8,YbzoJUnEQOTeJemDdAZtJQMUIXRXffFGlhcefGtwWSprgYmRYZnvXZuPhXoigHWybmFXYItxTxHlaszuSiILFJrrsmrsIiIWVoTWhpLVmAtaDRZwfVEKJAzn
7a1bae07-927d-4567-84b0-c89f463f2e87,Waterloo,Toronto,"2009-06-15 13:04:08",2,8,vOnyVxoynXMCDxQUxnpEQegrBPsMTOapBxUVYOOcpWOXmiCYVXanhfXuhWrxebqqgaMtQWCxPAyIXTNdzWDHFTwRcynhBRbADeXQmPIahHvycDdwXwCkSkYp
a4a812b3-a018-45c1-840a-198a5ccb2148,Toronto,Waterloo,"1973-12-19 02:57:28",1,9,gZVVranlZElPLgnwraboBIGzrOePAHmzdmaZWpQcZhfxqysQopbcmAsLasHrzRGExhDtzxsEkFYHzEOFHjzMnzZzfQGNPXxbmAEIHdcYegcdPwoEkQnlBxBc
a7a6e1ab-d360-4f4a-9026-5eea0a37167a,Waterloo,Toronto,"1988-10-17 20:40:11",1,9,COScXDFCpojyDnVEAYekqQsTXNMIxJFBEfBlIXNZfEITHXpgBHNvjdAmqzjnpDEXftCzMHyfscGOPesNTMSQIbOSrIpbIbUzMAHZLKCkfGaGGFAZEGDkcUoE
e56105f9-e733-4407-9bd2-d27451725c20,Waterloo,Toronto,"2063-07-17 01:46:31",4,9,xVxwhAdBRHJDgLdzWGYeRzexHSRQxgxldnDCPsPPdUDvONHskZVaQDOghFGhxBFMFRNOKuDevAjPnTEndxxfgjzoOyoqjSROAvmEVGlOeehiyXplFALyGDxc
f86dc96d-4251-4ef2-9cf0-993f90acbbe8,Toronto,Waterloo,"2065-01-14 22:11:03",1,9,rcaXFRuwvCKUAnGZiZsQFbTKIcUCUHkmisiTxdYQuwlWEOLLBcPcCFMMyjrOGRXAkqAsbnEQHEuEwXuEovUiSGXwuiYHAOjfjXIBixrqizgMplIOQcGKqVCm
299a8fc2-919d-4a97-97b0-f96bd0de052d,Toronto,Waterloo,"2038-04-27 11:10:08",4,10,efqVDjGFnHnFaOlyJYaTGOWHyjcfGYfkQHICWWOVRxVvjXDmcyIxwbKKDfJkUGRnKVUJFgRXNFFERIeKoAMoBetzLNPvSzxTVcLptbCdaSrqWeEJrGqNmRIQ
5f96e7f4-63a2-4f4d-94dd-85a50e9e1a7b,Waterloo,Toronto,"2062-05-28 23:11:57",4,14,saiZOJJOYvpnCiFGuPoABmCWkzAsxSuZFvCTIiMBthfdlxtgrUPAifrMEZdfbYsrIbDzMMqNLULaIglpVDPYKZylWATyWzelYVWlKtwiOJeBOwjnRfJWWfAE
cb8dee4a-9ba6-4eb8-a0b7-685b7b9f9705,Toronto,Waterloo,"1989-02-27 16:05:26",4,14,GvagYlxXovPrELvehjOWiElkgudkeERNLnusueUylvpIWwWahlepqNEsNyKPxoZjTuqSMqmjEeKfyPCIsZHQmgXpDvGgyfSlgDMCWkgpSnZUEsJciHNfvXmo
36476da2-00d5-4141-a593-7a76115a4f8f,Toronto,Waterloo,"2063-07-16 18:34:46",3,15,miwyOpRKBpingmTeQHiSJdzwyQRwEQxIFEpUUtMbmekfPVQrsBTqIdFWfPGBUflXufshTAXDBhottDFMQtlRImdQVLdssSYNOeWAuWkreTCRUNtnKGxFEcWd
5bf503c9-a1fe-47e9-9430-c15e94c39921,Toronto,Waterloo,"2069-05-20 06:12:43",2,15,xEUlDwAWujPNnKFrieqVqTWkcEFYuvOOfXRRUxmjHkyNHpPuGdOxLTcxztbfWRjIbDDeGmVlQvmNWOZomSSfBjiZLQQjETnDOjfraunHHVRafDWbYLKUvFpo
57f6c9dd-7694-4763-96ae-9dea37e542b9,Toronto,Waterloo,"2005-03-12 14:53:47",4,16,PjtBHvAnFNWzgUhZVARhPKbELmFScgTyiAJJlKJWugKQsuZxpgkSjiusXSzPUzswhajrdxNRNjJvowqxOUVISFcHjhHwzfABMEVrlshxknPejNCPDbJNjIhm
a438c9e5-e331-4638-9e23-688e2c28b191,Waterloo,Toronto,"2040-06-13 02:21:14",3,16,oHmiHsXjCODNaRkrBoCSskoKzFWzWRhDuyaPooJsPAxCbqFjSSBLIQOFfXCZcQZYoNQCCaTqlFKMTZTnvFgdzrZAIbEWszSetycYjwibhSPhYsMKWDdfBODw
ef8ffb88-bb35-4db1-97af-9c046cb6565e,Waterloo,Toronto,"1996-03-15 14:43:51",4,18,hReKGgQDkzSmtYvmGkivXRSixRxnFlrpUrKLwRMKdxmkQtEWbItqHRUXsjLwtkQsQjkcAhcAiKCbCggEwarlWntBAifUHXXyQqoddeRHWdyAebofygXIioon
efa9c427-66de-4a1d-9e03-a8d56172c3ed,Toronto,Waterloo,"2047-05-27 06:14:08",2,18,ZFIgQBXVGTjYWsGxsSExrcQQpdrnuqJsFIhCgGXvuawQFOsbBdVoqhBaxpIkIyTdMlOqPxRMbDHzMObmKqELYZXAPiyBTINMJZTGQVETJmoENFcPcAgldLig
2a45a867-3af5-48d8-acef-b92f3968832c,Waterloo,Toronto,"2031-11-09 21:15:07",1,19,mbfmRoEtmPcuGKjErbRWddULUrKNKDoLJTAhNxbzOmRqHXRtgngsHLhhSRwsSCJpUjhDutbGmUycddVYhHCJbymvsNseEuPDigjWacCfkjCOvBBxXAGIECgZ
848f7442-4a21-49a5-8b8e-53f12eefe1b4,Toronto,Waterloo,"2073-08-20 00:24:53",4,19,lrBOlTxduvnGoxxwfigessnspSVQjQFRFvPHZatlYyRvlfVbMLEZiVrbgCYdeOhpoqQhrSguUdsUYYREvAsvZFgwkyJayVBBAQzWbPKJDpxGtaoIxoFNJJtT
8de0f2d1-13ee-4ebf-9ebc-73b9b0775e95,Waterloo,Toronto,"2049-10-08 13:19:14",1,22,WHThPsORdTdCyMxDNbsecbtznlGsRqSGeqRTVbriYRgHvOsmdHmXBcHxsyJGGJCvRNuNTHIuzxibJvrxXUFxLKDYfBqzriNDyleIFEZLXCleSLkvzkSTnpap
b34a21a4-b265-42d4-a2c6-8059658196d5,Waterloo,Toronto,"2028-06-25 07:28:35",3,22,dJZgEXbCzpzErwLCdLKYJVNHhwuPETzGaOHgJybInOHAhGCLAUTBFMhGspKgOXPqInhYrPrDjGDcmxMujJtcigZSkvTNdQQOVxQyFNaIGPMmqbNvkpodKiyl
46f7910a-9284-4465-b1a7-4ec9a92d614c,Waterloo,Toronto,"1985-10-04 21:17:34",2,23,PMuJciBtsjsMdQHnbAQsLvJBjblZrHzElemYePCUKzbmiqYKvRpuMqBGUvmdCHQUZxxOaWPkeCYaVdcYdHmnNTaVGWVdMyqieMeqORVprEhLynucfZsMgZhl
